23,"Viscous black ooze covers every inch of this writhing mass of flailing tendrils and vestigial appendages. Whatever it might have once been lies hidden beneath spatters of noxious, tar-like filth, which sprays across everything nearby it as the thing lashes and leaks madly. A wave of cold rushes before the disgusting abomination as it comes, an icy, fetid breath like that from a chill sepulcher."
24,"This small creatures eyes.Tentacles and grasping claws. Its mouth seems almost suffocating.Crowned with a sun-bronzed cluster of sharp, triangular teeth, there glides effortlessly between branches and berryments."
25,"This massive reptile has pale, spotted flesh accompanied by a strange surge of hornlike gasps."
26,"This creature has a vague shape and coloration that constantly changes, as if to enhance its mystique."
27,"This creature has black, frostbitten skin, filthy rags, and a large black tongue dripping fangs."
28,"This pale, blond-skinned elf has a wide head and pearlescent talons for hands."
29,"This beautiful woman has red antennae, gossamer insectile wings, a wasps legs, and a serpentine whip."
30,"This creature has a wide, chunky neck. Its body is thick and lumbering, with bony ridges running all across its body."
31,"This massive lizard has pale, spotted flesh and spines around its face that form a spiky frill."
32,"Stark white hair frames this towering being, and its dark eyes sparkle with an awareness that is both sincere and sincere."
33,"This tall, feminine figure has golden tanned skin and well-formed curves, suggesting years spent at sea. Beneath her diaphanous robes, the creatures legs cross over one another, while six armstwo facing toward her back wave in a continuous dance. Three fanged heads sit atop a sturdy neck, studying every direction."
34,"This large blue jellyfish has a long, lolling neck and wide flippers that reveal gangly sacks on its body."
35,"Squeaks and chittering cries rise from a tangle of diseased rats with their tails knotted together."
36,"Dressed in their own blood, this gangly armored creature has a large skull for a head. Unnaturally tall and lean, the creatures girth is immense and borne out by the way large black horns crown its head."
37,"This giant bird has a bizarre resemblance to a horse, with a strange buzz and alien hisses."
38,"This enormous, thick-skinned, six-legged beast looks like a gigantic tarantula with jaws enormous and swollen with fangs."
39,"This sleek reptile has a long, serpentine neck, at the end of which glares a many-fanged head."
40,"A faint scent of pine sap accompanies this vaguely tree-shaped creature. Each of its four arms sprouts a different tree trunk."
41,"This massive humanoid figure has no mouth, and carries a burning sword that matches its flaming wings."
42,"Vibrant blue and yellow feathers cover this large, fungal brain. Its mouth is decorated with numerousjagged teeth, and a knot of thin tentacles sprouts from its jaw."
43,"This creature looks like a bald humanoid with long, dangling hair, eyes the color of the sky, and claws the color of a burning dragon metal."
44,"This hideous tangle of flies has writhing tentacles and piercing green eyes."
45,"This translucent creatures shape shifts between a spinning column of water and a crashing wave."
46,"This shaggy, multi-legged creature has a flattened face with wide nostrils and four eyes. Ivory tusks jut downward from its mouth."
47,"The smell of brine mingles with the sickly stench of the smelted bones of a massive skeleton. A palpable sense of desperation presses in from the darkness, and the hulking thing bristles about in a violent burst of small arms."
48,"This gigantic lizard has pale, flaccid skin and large light blue eyes. Its maw contains a sharp slattering tongue."
49,"This huge sand dune has multiple hideously ornate legs. Thrashing about on six massive legs each, the duneurs perforates by twisting their seductive bodies as if alive."
50,"This spider-skinned humanoid has long brown fur and a small, shiny spider mouth. Its eyes are large and curious, and it bows, offering a large head in return."
51,"Stones jump and roll as if moved by an earthquake that affects nothing else around it. A wave of disturbed earth and rock follows behind them."
52,"This white tiger shark has a distinctive white hide, wide a lukewarm eye, and huge black teeth marked with stripes."
53,"This towering reptilian humanoid seems to be made of obsidian scales over a molten magma core."
54,"This small humanoid is clothed in tattered rags from head to foot. Only its sinister eyes and pale hands are visible."
55,"This enormous lizard has pale, spotted flesh and spines around its face that form a spiky frill."
56,"This creature combines the features of a scorpion and a horseslavering humanoid faces peer from between its two pincers."
57,"This hideous monstrosity looks like an enormous curled maggot, varicolored like deeply bruised flesh. Six transparent blisters adorn its body, each bearing shards of what appear to be liquid flesh."
58,"This giant armored clockwork creature has a magma-blue skin with transparent armor plates. On either side of its neck are individual glowing eyes, and below that is a long, nimble tail."
59,"This lanky dragons dappled grayish scales and sprawling wings shift and fade in color, blending in with the mist."
60,"This massive bat has a body the color of this massive humanoid figure, complete with glowing eyes and batlike claws."
61,"What looks like a nest of combee trimmings is actually a gigantic, segmented cockroach with a long, scaly tail."
62,"An elongated, toothy snout and a toothy mouth complete this floating, fish-like creatures oily body."
63,"A small, furry canine yawns tentatively as it stretches."
64,"This creature has a lizardlike tail and bright, shining eyes. It flies an unusual variety of brown and yellow across its skin."
65,"This strange creature appears to be a gigantic human head carved from stone, with thick tentacles sprouting from the scalpels."
66,"This enormous spider-thing is covered in purple and black stripes, a set of feathered wings, and a black, flap-covered robe."
67,"This humanoid is covered in small feathers and bears the head of a grand eagle. Its arms are feathered like wings, and it has talons in place of hands."
68,"The sound of clashing steel upon a battlefield is the snarling cry of a great dragon. The beast lies down, weapons drawn, its head raised like a warrior, but its gaze is wary."
69,"This tiny statue of a woman with long and curving necks hovers in the center of a mistroof. Magical fetishes swirl about her body, and her shifting butAMI- gridlets glow with barely restrained energy."
70,"A cold-eyed falcons head and great wings adorn the body of this otherwise leonine creature."
71,"This hulking humanoid is covered in a layer of thick gobbets of wispy mist and impossibly long for its torso. Large horns crown its erratic moves."
72,"This sleek mammal has a short snout and black, white, and gray markings along its body, with a rounded black dorsal fin."
73,"The air around this strange, pale creature seems to shift and pulsate."
74,"This hulking humanoid is covered in a layer of fine moss and wood, with which to bind its way into its linen robe."
75,"This creature resembles a small, metallic cobra. Its eyes are dark and staring, and its mouth is almost as large as its mouth itself."
76,"This immense hawk-person has a light skin and a heavy, athletic stance. Its sharpBeak exposes sharp teeth, and a dark, furry muzzle and nose trails from its buzzing internal organs."
77,"This hags lumpy hide, tangled white hair, and raggedified flesh make her seem like a small, feral woman forty-one of these features bind together into a grotesque mask."
78,"This massive creature has the body of a resplendent bird but the head of a regal canine."
79,"This gigantic creature has the body of a resplendent bird but the head of a regal canine."
80,"This humanoid beagle has a sleek, feminine form that moves with seductive grace."
81,"This giant is a towering, muscular human of heroic proportions, with bronze skin, dark hair, and shining green eyes."
82,"This towering figures head is completely encased in a shiny black metal helmet that resembles the head of a long-snouted canine. Ruby gems sparkle in its eye sockets."
83,"This small rodent has a furry, cylindrical body, a pointed snout, and large, narrow eyes on its snout and back."
84,"This giant moth has a head like a doe skull and six short tentacles instead of legs. Its mandibles crackle with unseen fire."
85,"This creature has a pale, froglike appearance with clawed hands, no eyes, a wide mouth, and a snout ending in pink tentacles."
86,"This strange beast resembles a wasp the size of a horse, but with the head of a spider and a pregnant woman at the ankles."
87,"This mass of shadow possesses a horrific demon face. Several writhing tentacles sprout from its grublike body."
88,"This small humanoid is clothed in gaunt and sallow skin, with two long forks in its talon-like neck."
89,"This spider-like creatures front legs end in immense, grasping claws. Its mouth sports a pair of huge vertical mandibles."
90,"Bladed whips and spiked chains sprout from the stumps of this humanoid torsos amputated limbs. Elongated saw blades loll out of its distended mouth."
91,"This slender young man has thinning skin, large fangs, and a smoking mane of bone."
92,"This vaguely humanoid creature is about the size of a cat but looks even more unsettling as a skull caked with teeth and dripping with venom."
93,"This small humanoid stands as tall as a human. Black feathers cover its undulating body, and its large eyes contain only a vague gleam of intelligence."
94,"This massive scorpion-like creature has a wide proboscis that lashes out as it gnashes its thin, almost ungainly teeth."
95,"This large spider-thing is shaped like a human, with a curved snout and abdomen. Its orange-tinged skin is covered in patches of golden spines and webbed spurs."
96,"Standing as tall as a mannequin, this wide-faced giant stands on four powerful legs. Tiny horns and gnashing jawbones complete its bulk."
97,"This mass of insects is covered in tiny eyes, and a terrifyingly whorled crest runs from its head to the tip of its long tail. Jagged fangs line its broad, proboscises."
98,"This creature has a hornsacre instead of a hooves, and its body consists of at least three tusks."
99,"This tall humanoid creature has burning eyes and powerful hands that are no longer Sharpened."
100,"Two leathery wings stretch behind this appear to be part humanoid and part bird."
101,"This massive fiend appears to be an enormous, slime-covered cobra, but claws its bulging depths."
102,"This giant has a great stony structure that is covered in sturdy stone plates."
103,"This tiny creature appears to be a lanky, underfed troll with only its hungry eye sockets and bloated mouth make it appear human."
104,"This creature is large enough to swallow a person in, but small enough to carry off huge farm machinery."
105,"This beautiful woman has red antennae, gossamer avian flowers, and a seashell-like appendage."
106,"This strange mix of animal and plant life seems to be the source of a character`s smile."
107,"This sleek creature appears to be the largest known dragon, yet it has the driest climate, driest season in North America, and the third-longest snowmeltinest war. Its three legs per eight feet are wet, and its long, black muzzle is the length of a pony."
108,"This massive insectile creature has a monstrous maw filled with jagged teeth and razor-sharp teeth."
109,"A pair of spiked fiends, interwoven through bodily cavities and impaling limbs, spin in a dance with their twin curved knives."
110,"This translucent, ghostly figure glides through the water with impossible grace, never settling or abiding down. Strangely symmetrical, the four arms end in sharp fangs, and a long, thin tail sprouts from its head."
111,"This slender, attentive dog is completely encased in plating and the only thing that moves is a faint sniffling sound."
112,"The stink of rotting flesh wafts from this creatures frame. Eyes, for example, that arentepsow like those of a spider."
113,"This giant beetle is the size of a small house. Its enormous, bushy tail and black, fluked wings serve as a warning for other animals about his unsuspecting neighbor."
114,"This dragon has a long neck and terrible claws. The beast shrieks and babbles, thrashing its tail and wings in a violent manner."
115,"This thing looks like a skeletal human torso coated in liquid shadow, obscuring its bones but clearly revealing its shape."
116,"This shaggy, furry creature has a wide, frog-like head and large ears decorated with patches of spiky fur."
117,"This towering brawny humanoid is clad in a long dark coat and the hide of a majestic savage. A single sharp horn protrudes from its rear."
118,"This tiny, iridescent creature looks like a gangly, tiny stepsis flittering with barely restrained energy."
119,"This pale humanoid has bulging white eyes, wild hair, and white skin studded with rows of six-tipped pearls."
120,"This creature has the body of a hawk and the wings of a brass dragon. The lower body of this reptilian nightmare is that of a human; it has mandibles and a long tail."
121,"This large-eyed humanoid looks like a tiny, stooped fiend with flabby, angular hair and sharp yellow teeth. Its tentacles range in length from the stinger in its clawed hands to the tip of its many-tipped tail. Its skin is scaly and transparent, offering only the dimrouddustry sky of an inhabited world an impression ofcontemporaneous alien light."
122,"This humanoid is covered in small feathers and bears papery skin, and has a long, ratlike tail."
123,"This immense bird has a wide plumage, a long neck, and the upper body of a powerful female eagle."
124,"This tall, feminine figure has golden tanned skin and well-formed curves, suggesting years of activity and work toward physical perfection. Beneath her diaphanous robes, the creatures legs cross over one another, while six armstwo facing toward her back wave in a continuous dance. Three fanged heads dot the stumps semicircle the towersm toward the sky, while a six-eyed jackal stalks forward positively four arms away from its central stalk.endoftext"
125,"This small, brown-eyed minotaurs hooves pose a challenge to the muscled, snake-like maw of this six-limbed beast."
126,"This giant is a towering, muscular human of heroic proportions. Its skin is long andLINesh clay in color ! Writhing tentacles protrude from the sides of its swollen mouth, and long fangs flare as they hit the clay."
127,"This tiny, unassuming tree, which appears to be composed of pale maggots and frost giant tree stalks, is covered in a layer of hardened ice."
128,"This small green spider has a red eyes, spindly legs, and cloaklike folds of black flesh that obscure its head."
129,"This creature is mostly hidden behind plates of elaborate golden armor, its exposed flesh revealed only by razor-sharp angles of its yellow-orange-and-orange-pale flesh."
130,"This black-scaled reptile has a serpentine body. Its head is a scorpions scythe, and a long, thin tail."
131,"This small black wolfs eyes shine with a frosty white, a feat even its bestial forebears could not match."
132,"This white marble statue resembles a large feline, but its body and face are covered in decorative etchings and runes."
133,"A tall silvery humanoid with overly long hair and an oddly elongated tail emerges from the sand, its crystalline body tinged with an eerie white light."
134,"This sleek, aquatic creature has finlike wings, a bifurcated tail, and the sound of flapping wings when touched surface."
135,"This towering sphinx has radiant green skin and a small but flashing star on her breast."
136,"This tiny, iridescent creature looks like a gangly veiled symbol of malevolence and blasphemy."
137,"This creature looks like a decaying tree with antlers and thorax."
138,"This large, fleshy plant creature has bright red skin, soft pink eyes, and a body like a statue. As it hisses, lightning lightly sparks from its plantar f head."
139,"This towering sphinx has dark blue scales light up to a majestic dragonflyshape."
140,"This small creature has the titanic tiger antlers of a lion and the lower half of an elephant. Its slim frame is reminiscent of a scimitar, though its lower half is entirely serpentine."
141,"Bladed gasses, burns, and sores bruise this creatures flesh."
142,"This beautiful dove is as bright as the sun and the size of an eagle, surrounded by an aura of blazing white flames."
143,"This blue-furred creature sports a short trunk and a camel-like body. The air around it seems to shimmer with magical energy."
144,"This small creature has the body of a resplendent bird but the head of a regal canine."
145,"This dark-winged vulture has a wickedly hooked beak stained with bright red blood."
146,"This massive winged creature has an upright spiraled mouth filled with needlelike teeth. Three fanged heads sit atop its sturdy neck, surrounded by a strange form of darkness."
147,"This beautiful woman has blue-green skin, sharp teeth, and a large coral cap. Her four wings allow her to see the air around her."
148,"This translucent, miniature bat is about the size of a small person and has a wide, intalled hood like a human. Two of the most distinctive features of this creature are its enormous, barbed tail and the tip of its powerful tail. Multiple times I twitch my head to hear the faint buzz of battle."
149,"This slender red squid thrashes through the water with marked speed, its suction looped into a seemingly random pattern."
150,"This massive lizard has pale, spotted flesh and sharp fins across its tipped body."
151,"This gray-skinned dwarf wears iron plates over a set of purple and magenta robes and carries a warhammer."
152,"This immense bird has a Pale Blue-tooth-whiterolicked body. Its spindly legs are scaly and breaking even at times."
153,"This creature has a split-jawed mouth, forked tongue, and a beady-scaled snout."
154,"This strange shape is a towering, blond, athletic humanoid with short, graceful arms. Though its upper body resembles a whorled row of rusty eyes, beneath the majesty of this creature is a maw filled with pain and cruelty."
155,"This translucent humanoid figure seems to be made of shadows, shapes, and velociraptors."
156,"This small, wrinkled, gray-brown fungus grows in bundles that seem mostly to writhe from its own huge yellow eye."
157,"This vaguely humanoid creature has the head of a ravening, titanic bull."
158,"This small bird has a mix of brown and white feathers and makes a loud croaking sound."
159,"This enormous caterpillar has a strange vortex of shuddering needling, wheezing gasps."
160,"This strange, vibrant plant slowly but dangerously whips about its trio of tendrils with spiked heads."
161,"This long-necked reptile swims through the water propelled by four paddle-like feet, supported by several tusks."
162,"This creature is more commonly known as a blood-red skin, long hair, and well-groomed mans body, with its monstrosity face presented in a furious roar."
163,"The sound of crackling gears and thunderous clashing steel tinged with arcane symbols can be heard from all sides. A palpable sense of despair clings to the presence of this unstoppable horde."
164,"This creature is reminiscent of a rhinoceros, but instead of pointed horns on its nose, this creature possesses a blunt, bony protrusion."
165,"This sleek, aquatic creature has blue-green coloration, a long spout filled with holes<"
166,"This small, winged scorpion is about the size of a horse, with black carapace stripes and glowing green eyes."
167,"This beautiful woman has flesh made of lava. She wields a longbow with uncanny skill."
168,"A pale bluish-black blob streaks from the center of this three-fingered hand melee weapon."
169,"This giant lizard has a long, cigar-shaped body, a short neck, and light blue scales marked with white flecks of darkness."
170,"This thing is a horrid mass of barbed tentacles and smoking ruinous bulges, trails of dark energy trail from its surface."
171,"This tiny sphere of pale light flicks and swirls as a small number of teeth protrudes from the crown of this tiny necked head."
172,"This strange creature appears to be a gigantic toad, but from its back row twine sways a blade of ice."
173,"Eyes the dead cast of onyx glare from beneath the legionnaires helmet worn by this ominous, black-winged angel."
174,"Dense, bony growths line the back of this bipedal predator. Between its gnashing, toothy underbite, scythe-like claws, and spiked tail, no part of this beast offers mercy."
175,"This imposing humanoids body is composed of twisted branches and vein-ridden flesh. Its armor bears harsh horns, and its eyes are tiny but bright and piercing."
176,"This giant, furry bat is nearly the size of an ox, with dark leathery wings that open wider than two men with arms outstretched."
177,"This small creature has the body of a hawk and the wings of a dragon. The lower body of this flyatherdoidwing body, scarred with a red light, burns with a red light. Faint flames watching the sky."
178,"This sleek mammal has an oversized head with wide flanks for arms, a vultures lashing tongue, and a fanged skull for eyes."
179,"This pale humanoid has tight leathery skin, a face that seems to recognize stranger stimuli, and an equally weirdobsession with attention."
180,"This squat, sloping creature looks like an elongated, eyeless, toothless horse. Its curling snout and long, flat tail betray a deliberate hunger."
181,"This small humanoid has pointed ears, green eyes, and a wicked grin."
182,"Bits of broken weapons, coins, and a partially digested skeleton are visible inside this quivering cube of slime."
183,"Pale skin and dark features frame this distinct nuisance."
184,"This pale, blond-skinned woman is painfully thin, constructed of wood, and covered in a layer of fluffy white fur. A long, dark leash surrounds her lower body, like that of a leopards. She has a piercing gaze and an almost-human face."
185,"This pale-furred creature sports a long nose, bony aspherds nose, and small ears reminiscent of ears and mouths."
186,"This sleek, aquatic creature has a bright red-green hide and powerful, noxious gasps as it spots prey."
187,"This small creatures ears and tooth pipes are made of thin membranes, like those of a fish, between its own head and that of another living creature."
188,"This sleek, feline monstrosity appears human except for two pairs of its feline fingers, and a pair of two-fingered claws on the body of a long-snouted tiger. A corpulent, FTL-lined sheet of filthy green gelatin breaks the Custer-like scales of this cloying green-furred beast. A canine headadorned with time-wicked symbols and twisted crosses replaces its cackling visage."
189,"This strange beast resembles a wasp the size of a horse, but with the head of a spider and two long appendages ending in pincers."
190,"This small creature looks like a lumpy head with crab legs and a giant mouth filled with stone teeth."
191,"What appears to be this creatures cloak unfurls into bug wings, and its apparently human face is merely patterns on its head."
192,"Dozens of brightly colored starlike projections stretch out from the body of this multicolored bird."
193,"This creature is mostly hidden behind plates of elaborate golden armor, the spaces in its face that resemble those of a man and a tower of steel armor, and it wields a massive warhammer."
194,"This tall, feminine figure has large spines upon her lower body and arms from above a spherical body. Gleaming spheres she wields a large blade."
195,"This humanoid is covered in a layer of thick slime that seems to intenselyglisten."
196,"This hulking humanoid creature has a scorpions stinger and brightly colored wings."
197,"This massive black dragon scales, tufts of grayish flesh, and feathers cover this lean, reptilian creatures body. Its fearsome face features wisps of water filled with death."
198,"Vicious shadows wrap around the form of this winged demon, and its demonic, unholy armor wears off within a few stunning moments."
199,"This gigantic sand dune has numerous tongues capable of tasting the air and sky."
200,"This small humanoid giant wears fine gold thread armor and a fine helm. The creatures thick mottled scales are barely visible beneath the uponus of its mighty jaws."
201,"This vaguely humanoid-shaped roil of mist appears to be improbably solid."
202,"This creature looks like an enormous curled maggot, with bulging eyes and a long, thin tongue."
203,"This dragon has large fangs, great wings, and a platinum skin that seems to subtly change hue from moment to moment."
204,"This mass of shadow possesses a horrific demon face. Several creatures come to terrifying life. One is a grotesquely shaped doll with a scorpions tail and tentacles, while its other arm is a sickly heap covered in a viscous slime."
205,"This massive creature has the combined features of an elephant and a serpent."
206,"This large, hyena-headed humanoid has silvery skin and sharp horns on its hind legs."
207,"A dark coat of dirty dark is on the lookout with regularity. A vulture-like neck adorns the armrest, ending in a massive, scaly beak."
208,"This majestic beast has the body of a lion, the head and forelegs of a panther, and a massive pair of spiky horns."
209,"This enormous tarantula is the size of a small house. Its writhing tentacles writhe and slit its wide mouth wide in a moaning growl."
210,"This creature is covered in small feathers that are reminiscent of the lightcopper of a moon. It has a long neck and has a brightly colored spear in its long red hair."
211,"This majestic beast glides through the water with murderous intent. Its thick-toothed maw is wide enough for a human to stand in, and its body stretches back more than 20 feet."
212,"This long-furred ape-person wears iron plates over a set of purple and magenta robes, and carries a heavy, a-shaped staff or pole."
213,"This slender giant has a beautiful white skin; deep, red eyes that show obvious intelligence and piercing white eyes that smolder in your lamprey night sky."
214,"This enormous moth has a legs like those of a featherbed lizard, and numerous regal frills line its body."
215,"Shrouded in some sort of dark blue cloak, this faceless being has no true clothes, either."
216,"Every feather like a tiny featherbed and glowing like a starlit sky cradles momentarily, hovering softly above the ground, this: a star-shaped mound of whitish foam supported by a powerful, pulsating core. From within the glowing mass of ceaselessly glowing lights rises a long, serpentine neck filled with mandibles and numerous, powerful claws."
217,"This giant spider-thing is covered in pustules about its head and abdomen that appear to be part trap and part object."
218,"This tiny, emaciated humanoid seems to be shaped from clay."
219,"This large-eyed humanoid looks like a humanoid with flipper-like fingers and bristles."
220,"This large hawk has a brilliant coat of vivid purple. Its sharp beak is long and stout."
221,"This pale, jet-black mammal twitch with pulsing muscles as it swims through the water."
222,"This towering, scorpion-tailed man stalks with a clear purpose in its actions. He holds a scythe that should be too heavy for his spindly arms, but the weight doesnt seem to bother him."
223,"This creatures thick, translucent wings chime with the rhythm of the night sky."
224,"This strange beetle is the size of a small house. Its immense, bristly underside bears bony spurs."
225,"This creatures lower torso is that of a hare, while its upper torso is that of a lion."
226,"This immense bird has a long beak with sharp edges and slender antlers. Its spade-like wings are well suited for riding."
227,"This giant moth has a look of force and menace, difficult to spot in the shadows. Shattered black and yellow feathers, rippling with winds of change, flutter up from the beasts shoulders."
228,"This mass of insectile tentacles writhes over the battlefield, several feet in length. Several hundred of the mass of slithering green tentacles writhes upon hind legs, while one tentacles monstrous forelegs is caked in spongy, black-and-white blood. One end gleams with aaintive energy, the other with a pudgy appearance."
229,"This slender blue-green snake skims the surface of the water in a sinuous ballet of muscle and agility."
230,"An immense spiny monster, its back plated in chitinous leather, bursts forth from the earth, with a mighty tail of bangs."
231,"Though rarely seen, this towering humanoid figure seems to be sculpted from soft clay. Its long, brown hair moves about its head like a fan, and its menacing face is filled with hate."
232,"The smell of brine mingles with the sickly stench of uncured leather that surrounds this feral wolf-like demon."
233,"This gigantic, serrated-snout-like robot has a jet-black resin body and wields a precision-semi-autobiographical device in one hand. The other is glowing with a red glow."
234,"This humanoid is covered in a soft, lightly colored fur with a layer of dense, glistening frost."
235,"This tiny insectile creature skitters around on metallic legs, glowing with activity and mischief. Its maw wide to match the width of its body balances the crosshairs of both watch and scotch. Then it comes to a grinding clangor crackles with electricity and the squirming maw of thousands of plates beneath a massive mouth matching the bejeweled maw of a great ship."
236,"This sleek draconic creature bears a scorpions stinger and glowing segmented hands."
237,"This hulking humanoid creature has dull gray skin; large, black eyes, four visual eyes, and a toothy maw"
238,"This towering humanoid figure appears to be sculpted from clay. Fine cracks thread through the creatures body, leaking a steady stream of putrescent slime."
239,"This strange, shifting mass is covered in shifting, dark colors, as if made of solid darkness."
240,"This slender blue-green ant has a long, thin arm that it uses to repair broken-off pieces of machinery. It is capable of flight, but the creature is slow and cautious."
241,"This giant has the arms and armor of an ancient warrior. Her golden skin and flame-colored hair amplify the light around her."
242,"This enormous, fungoid creature has a look of resolution and, above all else, a refusal to submit to its will."
243,"This immense bird has a long neck and sharp beak."
244,"This mangy boar is painfully thin and spindly, but its face is"
245,"This massive bird has a thick set of long beak legs and bright, shining eyes devoid of all empathy, cruelty, or mercy."
246,"An enormous, animate mass of armed and armored corpses undulates forth, like a siege tower of steel-girded flesh."
247,"This enormous beasts hide is covered in long spines,fruits, and shadowy talons."
248,"The smell of brine mingles with the sickly stench of uncured leather that surrounds this ferocious buccaneer."
249,"This large plant is aurea, and blooms on dry, sturdy branches."
250,"An ominous figure, hands bound before him and his head lolling obscenely from the saddle, hovers forward. His face is obscured by a rotten death shroud, a milky eye peering through a curtained eye-hole, a distended, dead nose and a pair of dripping spectacles rustling behind a blade-like mask."
251,"Two long, leathery wings sprout from this stallion-sized creature. Its head is adorned with a winged crest and hyraxian notes."
252,"This massive amphibian has a wide,gglemlike maw and a wide mouth at the back that ends in a lipless headGHOSTS form the creatures gills that use to be such a pain in the ass that weaned the creatures pincers in place of our hands in this menacing grip."
253,"This creature has a sunbleached, scaly wings and large spotted frills that make up its body."
254,"With its bloodless skin and teeth numerous and its smile unsettling the world to a close, this faceless construct almost seems to be made of steel. A crown of points for intellectuality, though, seeps from its bones."
255,"Though bent over in a struggle with its arms outstretched, three eyes peer from beneath a mass of bones and obsidian teeth."
256,"This squat ass woman is covered in short but dripping golden fur, and her eyes show no hint of intelligence."
257,"This immense serpent is covered in dull red stone, and has a long, serpentine neck. Gleaming crystalline roots and branches project from the stoneshade."
258,"This hideous monstrosity looks like an enormous curled maggot, varicolored like deeply bruised flesh. Three flailing tentacles adorn each side of the things huge, pulsating mouth, and five more arch from its hindquarters."
259,"This giant snake has a thick, dark-green scales and a pointed snout, short but powerful arms extending from its hind legs."
260,"This small, blue-green snake has a reddish-orange snout and large gold ridges for eyes."
261,"This tall woman has violet skin, small fangs, and a forked tongue. She wields an electrified trident and a necklace of sharp crystals that serve as a divine shield."
262,"This towering jungle monstrosity bears three dogs, each with its own set of sturdy arms and legs."
263,"This creature is larger than a normal elephant, with enormous sweeping tusks and shaggy brown fur on its body."
264,"This humanoid figures body fades into mist below the hips, while its upper, ghostly torso is entirely hidden by some arcane energy."
265,"This giant plant is a mass of vines and barbs."
266,"This dark blue creature has a wingspan the length of two humans, over-sized ears, and a powerfully feminine voice. It babbles to itself as it floats, as if to remind itself of a goddessic presence."
267,"This creature is almost too bright to gaze upon, its emaciated body sheathed in writhing flames of pure light and supporting a prehensile tail, claws, and crooked teeth."
268,"A small, glittering gash has been identified in this resplendent humanoids body. Seemingly endless lines of dirty cloth have been sown around its mysterious personas justification for its nearly impossible size, yet through it all, a deeper rasping painters stare with milky eyes and its undeniable flaws revealed to be nothing more than a wriggling collection of torque-feeder nerves and degenerative growths."
269,"This strange, beautiful woman has flesh made of skewerlike skewers."
270,"This blue-furred creature sports a short trunk and a camel-like head. The air around it seems to shimmer with magical energy."
271,"A cloud of fine dust particles gathers in unexpected locations, not allowing for a thing of the things around its suspiciously dense mass."
272,"This creature has a vaguely humanoid shape, but with arms and legs like wings. A faint whistling aura surrounds its figure."
273,"This pale hatchling scrabbles and clutches carelessly in the air, the droning contours of its mouth revealing nothing but anguish and terror into its bloodshot eyes."
274,"This beautiful female sphinx appears both wise and thoughtful."
275,"This sleek mammal has an oversized head with thick, articulated plates in place of arms, legs, and a snout."
276,"This creature is mostly hidden behind plates of elaborate golden armor, the spaces in its body that are little more than eyes and mouths, and the air around it."
277,"This gigantic worm has a single circular eye in one of its several segmented tentacles. It babbles to itself as it stalks independently along the floor."
278,"This lumbering giants maw contains a pair of dripping tusks."
